GEO.id,GEO.id2,GEO.display-label,HC02_EST_VC02,HC02_EST_VC10,HC02_EST_VC22,HC02_EST_VC30
8600000US00720,00720,ZCTA5 00720,14144,11174,15715,9483
8600000US00723,00723,ZCTA5 00723,13284,9500,16345,8850
8600000US00725,00725,ZCTA5 00725,19961,22685,23932,12328
8600000US00727,00727,ZCTA5 00727,29995,30842,32277,16645
8600000US00728,00728,ZCTA5 00728,16949,11723,19188,10903
8600000US00729,00729,ZCTA5 00729,20574,29091,24746,11102
8600000US00730,00730,ZCTA5 00730,15097,13029,18314,10161
8600000US00731,00731,ZCTA5 00731,15141,16875,18500,8027
8600000US00735,00735,ZCTA5 00735,20925,(X),23945,13107
8600000US00736,00736,ZCTA5 00736,20760,12589,23904,12415
8600000US00738,00738,ZCTA5 00738,19708,19135,24226,12694
8600000US00739,00739,ZCTA5 00739,23266,12234,24903,12176
8600000US00740,00740,ZCTA5 00740,13750,-,13933,13125
8600000US00741,00741,ZCTA5 00741,21690,(X),20472,16250
8600000US00745,00745,ZCTA5 00745,22577,(X),25983,10973
8600000US00751,00751,ZCTA5 00751,15091,11146,17420,9234
8600000US00754,00754,ZCTA5 00754,16571,14052,20307,10895
8600000US00757,00757,ZCTA5 00757,15674,20625,19185,9405
8600000US00765,00765,ZCTA5 00765,17934,-,23085,14229
8600000US00766,00766,ZCTA5 00766,17611,13245,20362,9342
8600000US00767,00767,ZCTA5 00767,15666,19083,20039,9074
8600000US00769,00769,ZCTA5 00769,18390,19864,20864,11311
8600000US00771,00771,ZCTA5 00771,18827,19022,22471,9612
8600000US00772,00772,ZCTA5 00772,16734,(X),18439,8659
8600000US00773,00773,ZCTA5 00773,18170,18906,22476,11644
8600000US00775,00775,ZCTA5 00775,18547,-,23243,11397
8600000US00777,00777,ZCTA5 00777,19229,(X),21581,11535
8600000US00778,00778,ZCTA5 00778,29317,30985,34612,13465
8600000US00780,00780,ZCTA5 00780,22090,22933,26250,12154
8600000US00782,00782,ZCTA5 00782,12757,10320,14849,8770
8600000US00783,00783,ZCTA5 00783,14863,17443,17550,9097
8600000US00784,00784,ZCTA5 00784,16141,16622,18565,9764
8600000US00786,00786,ZCTA5 00786,17039,-,21397,-
8600000US00791,00791,ZCTA5 00791,19175,27813,22339,12765
8600000US00794,00794,ZCTA5 00794,14238,14395,15110,7215
8600000US00795,00795,ZCTA5 00795,18863,18852,20962,11042
8600000US00901,00901,ZCTA5 00901,16870,(X),28672,12095
8600000US00906,00906,ZCTA5 00906,34625,-,-,47708
8600000US00907,00907,ZCTA5 00907,29758,26134,36768,24361
8600000US00909,00909,ZCTA5 00909,15540,15409,17211,13452
8600000US00911,00911,ZCTA5 00911,30877,(X),44122,23821
8600000US00912,00912,ZCTA5 00912,18473,11526,19367,14820
8600000US00913,00913,ZCTA5 00913,6478,6187,6534,5266
8600000US00915,00915,ZCTA5 00915,13332,12473,15414,9555
8600000US00917,00917,ZCTA5 00917,14371,18669,16991,10916
8600000US00918,00918,ZCTA5 00918,22405,23333,35246,15116
8600000US00920,00920,ZCTA5 00920,25000,30972,30149,16963
8600000US00921,00921,ZCTA5 00921,18272,15278,20731,12797
8600000US00923,00923,ZCTA5 00923,14773,9815,17797,11102
8600000US00924,00924,ZCTA5 00924,18543,17767,23583,11860
8600000US00925,00925,ZCTA5 00925,10332,9750,16233,7720
8600000US00926,00926,ZCTA5 00926,32636,30564,39165,21308
8600000US00927,00927,ZCTA5 00927,30507,40139,45371,18632
8600000US00934,00934,ZCTA5 00934,65938,-,-,-
8600000US00936,00936,ZCTA5 00936,-,-,-,-
8600000US00949,00949,ZCTA5 00949,24400,23948,28312,15154
8600000US00950,00950,ZCTA5 00950,-,-,-,-
8600000US00951,00951,ZCTA5 00951,-,-,-,-
8600000US00952,00952,ZCTA5 00952,17697,18589,21838,8720
8600000US00953,00953,ZCTA5 00953,30278,28477,33392,13204
8600000US00956,00956,ZCTA5 00956,22411,22303,25025,12241
8600000US00957,00957,ZCTA5 00957,23353,20784,26405,12893
8600000US00959,00959,ZCTA5 00959,27478,25511,33644,13813
8600000US00960,00960,ZCTA5 00960,-,-,-,-
8600000US00961,00961,ZCTA5 00961,29180,24379,35275,16698
8600000US00962,00962,ZCTA5 00962,16035,14674,19339,8969
8600000US00965,00965,ZCTA5 00965,16333,7750,19588,9834
8600000US00966,00966,ZCTA5 00966,50772,31047,74338,26660
8600000US00968,00968,ZCTA5 00968,46206,39028,71250,28150
8600000US00969,00969,ZCTA5 00969,52970,31518,61638,29266
8600000US00971,00971,ZCTA5 00971,21854,32083,26419,13249
8600000US00976,00976,ZCTA5 00976,29368,26190,33713,15760
8600000US00979,00979,ZCTA5 00979,36592,26008,45756,28017
8600000US00982,00982,ZCTA5 00982,25557,30035,29423,15973
8600000US00983,00983,ZCTA5 00983,26695,31147,30109,14845
8600000US00985,00985,ZCTA5 00985,22995,24696,28857,15338
8600000US00987,00987,ZCTA5 00987,31698,40365,35619,18832
8600000US01001,01001,ZCTA5 01001,60161,48147,81058,34386
8600000US01002,01002,ZCTA5 01002,50540,71607,96775,26801
8600000US01003,01003,ZCTA5 01003,(X),-,-,-
8600000US01005,01005,ZCTA5 01005,68786,-,91505,29205
8600000US01007,01007,ZCTA5 01007,76881,-,90561,34119
8600000US01008,01008,ZCTA5 01008,70417,-,80066,54167
8600000US01009,01009,ZCTA5 01009,40833,-,40947,(X)
8600000US01010,01010,ZCTA5 01010,87961,-,105500,37056
8600000US01011,01011,ZCTA5 01011,68000,(X),74375,43000
8600000US01012,01012,ZCTA5 01012,57019,-,67813,39286
8600000US01013,01013,ZCTA5 01013,40774,29231,48207,28049
8600000US01020,01020,ZCTA5 01020,55665,23500,67584,32875
8600000US01022,01022,ZCTA5 01022,51500,-,66302,45239
8600000US01026,01026,ZCTA5 01026,50625,-,53750,36250
8600000US01027,01027,ZCTA5 01027,58324,(X),72788,38715
8600000US01028,01028,ZCTA5 01028,81655,33333,100515,36424
8600000US01029,01029,ZCTA5 01029,44545,-,53750,40813
8600000US01030,01030,ZCTA5 01030,63026,-,84357,25114
8600000US01031,01031,ZCTA5 01031,39750,-,56938,17115
8600000US01032,01032,ZCTA5 01032,65625,-,76667,31250
8600000US01033,01033,ZCTA5 01033,87222,-,93603,40035
8600000US01034,01034,ZCTA5 01034,81688,-,85789,46625
8600000US01035,01035,ZCTA5 01035,65625,-,91429,48333
8600000US01036,01036,ZCTA5 01036,81018,-,89936,27287
8600000US01037,01037,ZCTA5 01037,89118,-,110481,72292
8600000US01038,01038,ZCTA5 01038,66607,-,79130,40556
8600000US01039,01039,ZCTA5 01039,71167,-,90069,28594
8600000US01040,01040,ZCTA5 01040,36608,24931,41194,25417
8600000US01050,01050,ZCTA5 01050,62446,-,74545,28646
8600000US01053,01053,ZCTA5 01053,59948,-,81944,35417
8600000US01054,01054,ZCTA5 01054,83333,-,96250,51591
8600000US01056,01056,ZCTA5 01056,63548,(X),73930,31023
8600000US01057,01057,ZCTA5 01057,68156,-,85000,45778
8600000US01060,01060,ZCTA5 01060,51651,(X),84485,34344
8600000US01062,01062,ZCTA5 01062,67939,(X),91331,43973
8600000US01063,01063,ZCTA5 01063,-,-,-,-
8600000US01066,01066,ZCTA5 01066,-,-,-,-
8600000US01068,01068,ZCTA5 01068,80313,-,85682,45000
8600000US01069,01069,ZCTA5 01069,54141,-,69183,25304
8600000US01070,01070,ZCTA5 01070,55938,-,62500,40625
8600000US01071,01071,ZCTA5 01071,73611,-,80357,47250
8600000US01072,01072,ZCTA5 01072,69250,-,85972,41667
8600000US01073,01073,ZCTA5 01073,79858,(X),91528,40125
8600000US01074,01074,ZCTA5 01074,58713,-,-,-
8600000US01075,01075,ZCTA5 01075,60248,(X),82891,36212
8600000US01077,01077,ZCTA5 01077,80444,(X),91688,46250
8600000US01079,01079,ZCTA5 01079,42845,-,55871,27008
8600000US01080,01080,ZCTA5 01080,42946,-,45638,29837
8600000US01081,01081,ZCTA5 01081,50393,-,59769,20694
8600000US01082,01082,ZCTA5 01082,49500,(X),66295,28810
8600000US01083,01083,ZCTA5 01083,41600,-,46445,23491
8600000US01084,01084,ZCTA5 01084,49444,-,55313,48472
8600000US01085,01085,ZCTA5 01085,61546,43662,77420,34444
8600000US01086,01086,ZCTA5 01086,-,-,-,-
8600000US01088,01088,ZCTA5 01088,61750,-,77697,43977
8600000US01089,01089,ZCTA5 01089,54585,(X),68272,32105
8600000US01092,01092,ZCTA5 01092,56111,-,73320,55139
8600000US01093,01093,ZCTA5 01093,82125,-,109167,74306
8600000US01094,01094,ZCTA5 01094,17708,-,91597,15270
8600000US01095,01095,ZCTA5 01095,90307,-,110191,28734
8600000US01096,01096,ZCTA5 01096,70980,-,84792,37315
8600000US01097,01097,ZCTA5 01097,-,-,-,-
8600000US01098,01098,ZCTA5 01098,72917,-,84375,52188
8600000US01103,01103,ZCTA5 01103,15558,-,15130,14464
8600000US01104,01104,ZCTA5 01104,28858,40263,37605,18806
8600000US01105,01105,ZCTA5 01105,16845,19688,19521,12332
8600000US01106,01106,ZCTA5 01106,109804,96250,130733,46429
8600000US01107,01107,ZCTA5 01107,22288,16458,26608,12500
8600000US01108,01108,ZCTA5 01108,35119,(X),35900,21827
8600000US01109,01109,ZCTA5 01109,33797,29556,36141,19538
8600000US01118,01118,ZCTA5 01118,59232,(X),62821,44730
8600000US01119,01119,ZCTA5 01119,47702,14444,54788,25791
8600000US01128,01128,ZCTA5 01128,69145,-,79821,51486
8600000US01129,01129,ZCTA5 01129,60992,(X),67237,37159
8600000US01151,01151,ZCTA5 01151,33419,51806,33693,25197
8600000US01199,01199,ZCTA5 01199,-,-,-,-
8600000US01201,01201,ZCTA5 01201,44509,23519,59761,28550
8600000US01220,01220,ZCTA5 01220,46210,(X),61763,26217
8600000US01222,01222,ZCTA5 01222,78208,-,79458,50556
8600000US01223,01223,ZCTA5 01223,66012,"250,000+",71184,35417
8600000US01224,01224,ZCTA5 01224,36384,-,(X),36518
8600000US01225,01225,ZCTA5 01225,55750,-,74708,28405
8600000US01226,01226,ZCTA5 01226,47324,-,65978,26230
8600000US01229,01229,ZCTA5 01229,29886,-,(X),26250
8600000US01230,01230,ZCTA5 01230,56933,(X),80385,36171
8600000US01235,01235,ZCTA5 01235,63182,40781,74159,40625
8600000US01236,01236,ZCTA5 01236,70135,-,72331,23839
8600000US01237,01237,ZCTA5 01237,73659,-,88884,29464
8600000US01238,01238,ZCTA5 01238,59921,-,73750,34987
8600000US01240,01240,ZCTA5 01240,49149,-,98750,26716
8600000US01242,01242,ZCTA5 01242,54120,-,(X),56339
8600000US01243,01243,ZCTA5 01243,73750,-,91250,51786
8600000US01244,01244,ZCTA5 01244,(X),-,(X),23750
8600000US01245,01245,ZCTA5 01245,54297,-,67500,35313
8600000US01247,01247,ZCTA5 01247,40465,43889,53512,21006
8600000US01253,01253,ZCTA5 01253,68846,-,80795,21875
8600000US01254,01254,ZCTA5 01254,86944,-,113125,51429
8600000US01255,01255,ZCTA5 01255,58906,-,75469,34000
8600000US01256,01256,ZCTA5 01256,53036,-,63661,23816
8600000US01257,01257,ZCTA5 01257,47167,-,65694,29292
8600000US01258,01258,ZCTA5 01258,66198,-,95938,41875
8600000US01259,01259,ZCTA5 01259,63750,-,112708,48958
8600000US01260,01260,ZCTA5 01260,74844,-,61912,(X)
8600000US01262,01262,ZCTA5 01262,41400,-,64000,30732
8600000US01264,01264,ZCTA5 01264,76250,-,85000,73333
8600000US01266,01266,ZCTA5 01266,79188,-,97188,42115
8600000US01267,01267,ZCTA5 01267,73112,62000,98565,37500
8600000US01270,01270,ZCTA5 01270,71250,-,91042,32375
8600000US01301,01301,ZCTA5 01301,49778,(X),65616,32429
8600000US01330,01330,ZCTA5 01330,75417,19063,84688,46875
8600000US01331,01331,ZCTA5 01331,51849,(X),67614,31250
8600000US01337,01337,ZCTA5 01337,62965,-,75417,36538
8600000US01338,01338,ZCTA5 01338,71375,-,82917,(X)
8600000US01339,01339,ZCTA5 01339,54938,-,62500,41583
8600000US01340,01340,ZCTA5 01340,50250,-,59531,32045
8600000US01341,01341,ZCTA5 01341,77778,-,100682,36250
8600000US01342,01342,ZCTA5 01342,101598,-,126058,(X)
8600000US01343,01343,ZCTA5 01343,82344,-,81563,-
8600000US01344,01344,ZCTA5 01344,58125,30833,69018,38295
8600000US01346,01346,ZCTA5 01346,56250,-,68750,36875
8600000US01347,01347,ZCTA5 01347,38696,-,39417,29375
8600000US01349,01349,ZCTA5 01349,61957,-,78438,53056
8600000US01350,01350,ZCTA5 01350,33750,-,67917,15625
8600000US01351,01351,ZCTA5 01351,73051,-,88849,38333
8600000US01354,01354,ZCTA5 01354,73750,-,86250,46528
8600000US01355,01355,ZCTA5 01355,65682,-,78036,40536
8600000US01360,01360,ZCTA5 01360,63491,-,85614,39286
8600000US01364,01364,ZCTA5 01364,39273,-,53388,18006
8600000US01366,01366,ZCTA5 01366,63625,-,88977,37614
8600000US01367,01367,ZCTA5 01367,52875,-,65781,38000
8600000US01368,01368,ZCTA5 01368,57841,-,68021,41346
8600000US01370,01370,ZCTA5 01370,55076,55938,74556,34527
8600000US01373,01373,ZCTA5 01373,67561,(X),78690,52538
8600000US01375,01375,ZCTA5 01375,47688,-,65893,31942
8600000US01376,01376,ZCTA5 01376,41864,(X),55250,26139
8600000US01378,01378,ZCTA5 01378,55625,-,74167,34271
8600000US01379,01379,ZCTA5 01379,44750,35625,58056,33500
8600000US01420,01420,ZCTA5 01420,48724,37269,56792,29631
8600000US01430,01430,ZCTA5 01430,87615,-,106352,49269
8600000US01431,01431,ZCTA5 01431,82019,-,88409,55313
8600000US01432,01432,ZCTA5 01432,72048,71282,93438,52018
8600000US01434,01434,ZCTA5 01434,77014,-,80417,50625
8600000US01436,01436,ZCTA5 01436,66113,-,82055,19714
8600000US01438,01438,ZCTA5 01438,61996,-,70019,-
8600000US01440,01440,ZCTA5 01440,43818,(X),55949,28299
8600000US01450,01450,ZCTA5 01450,116642,-,135444,43173
8600000US01451,01451,ZCTA5 01451,126667,-,140521,73750
8600000US01452,01452,ZCTA5 01452,81757,-,94485,42222
8600000US01453,01453,ZCTA5 01453,58946,(X),74497,32822
8600000US01460,01460,ZCTA5 01460,111680,105588,130450,55875
8600000US01462,01462,ZCTA5 01462,80572,-,101250,34472
8600000US01463,01463,ZCTA5 01463,80524,62841,91305,41117
8600000US01464,01464,ZCTA5 01464,67896,62756,79708,32134
8600000US01467,01467,ZCTA5 01467,183750,-,183750,-
8600000US01468,01468,ZCTA5 01468,62292,-,88545,31774
8600000US01469,01469,ZCTA5 01469,79315,-,91419,35875
8600000US01473,01473,ZCTA5 01473,88902,-,98008,70208
8600000US01474,01474,ZCTA5 01474,96349,-,117885,51125
8600000US01475,01475,ZCTA5 01475,59661,-,81127,33333
8600000US01501,01501,ZCTA5 01501,73070,(X),90146,33346
8600000US01503,01503,ZCTA5 01503,88816,-,100774,49500
8600000US01504,01504,ZCTA5 01504,73679,-,90378,33487
8600000US01505,01505,ZCTA5 01505,102905,-,118000,41071
8600000US01506,01506,ZCTA5 01506,63920,-,69353,35393
8600000US01507,01507,ZCTA5 01507,87294,(X),100198,37344
8600000US01510,01510,ZCTA5 01510,62805,44128,76189,39713
8600000US01515,01515,ZCTA5 01515,72375,-,93594,41875
8600000US01516,01516,ZCTA5 01516,84985,140887,91794,46518
8600000US01518,01518,ZCTA5 01518,54222,-,95000,14625
8600000US01519,01519,ZCTA5 01519,108879,-,131758,46366
8600000US01520,01520,ZCTA5 01520,97650,100268,112651,52782
8600000US01521,01521,ZCTA5 01521,75000,-,85952,44250
8600000US01522,01522,ZCTA5 01522,101227,-,104732,71688
8600000US01523,01523,ZCTA5 01523,98918,-,100811,46389
8600000US01524,01524,ZCTA5 01524,62736,-,74615,24292
8600000US01525,01525,ZCTA5 01525,(X),-,-,94038
8600000US01527,01527,ZCTA5 01527,71151,-,86131,30294
8600000US01529,01529,ZCTA5 01529,81438,-,95000,40368
8600000US01531,01531,ZCTA5 01531,80000,-,84844,54750
8600000US01532,01532,ZCTA5 01532,107797,(X),120511,51719
8600000US01534,01534,ZCTA5 01534,96016,-,109050,40000
8600000US01535,01535,ZCTA5 01535,68232,-,80938,25000
8600000US01536,01536,ZCTA5 01536,83917,74688,106513,39167
8600000US01537,01537,ZCTA5 01537,72258,-,76586,48576
8600000US01540,01540,ZCTA5 01540,65366,(X),87649,34658
8600000US01541,01541,ZCTA5 01541,114167,-,127043,51125
8600000US01542,01542,ZCTA5 01542,84271,-,84479,60781
8600000US01543,01543,ZCTA5 01543,94028,88333,110590,43517
8600000US01545,01545,ZCTA5 01545,94273,81964,110458,46442
8600000US01550,01550,ZCTA5 01550,43870,46071,55744,29464
8600000US01560,01560,ZCTA5 01560,71797,(X),99375,42740
8600000US01561,01561,ZCTA5 01561,63643,-,63643,-
8600000US01562,01562,ZCTA5 01562,62901,33984,77135,25192
8600000US01564,01564,ZCTA5 01564,87039,-,117975,56066
8600000US01566,01566,ZCTA5 01566,94167,-,99866,73456
8600000US01568,01568,ZCTA5 01568,111222,-,142962,41000
8600000US01569,01569,ZCTA5 01569,90313,-,100306,48750
8600000US01570,01570,ZCTA5 01570,48057,-,58508,29272
8600000US01571,01571,ZCTA5 01571,66339,(X),83385,40713
8600000US01581,01581,ZCTA5 01581,101467,(X),126218,61218
8600000US01583,01583,ZCTA5 01583,68648,79444,85357,46875
8600000US01585,01585,ZCTA5 01585,61029,-,77452,34972
8600000US01588,01588,ZCTA5 01588,65926,(X),76505,30906
8600000US01590,01590,ZCTA5 01590,108547,-,115440,63226
8600000US01602,01602,ZCTA5 01602,59770,48070,79514,39232
8600000US01603,01603,ZCTA5 01603,43329,60250,53188,28374
8600000US01604,01604,ZCTA5 01604,48212,37891,52229,34346
8600000US01605,01605,ZCTA5 01605,36429,28649,41617,21324
8600000US01606,01606,ZCTA5 01606,63646,(X),77726,42585
8600000US01607,01607,ZCTA5 01607,45170,(X),66964,30083
8600000US01608,01608,ZCTA5 01608,22789,24091,25443,15469
8600000US01609,01609,ZCTA5 01609,43729,33333,67750,25857
8600000US01610,01610,ZCTA5 01610,31019,14125,36813,18356
8600000US01611,01611,ZCTA5 01611,83802,-,96161,26989
8600000US01612,01612,ZCTA5 01612,92500,-,108654,48750
8600000US01701,01701,ZCTA5 01701,91430,92778,107718,50795
8600000US01702,01702,ZCTA5 01702,51985,31919,64876,32098
8600000US01718,01718,ZCTA5 01718,135982,-,137054,(X)
8600000US01719,01719,ZCTA5 01719,102699,-,158606,51409
8600000US01720,01720,ZCTA5 01720,124836,(X),152883,49727
8600000US01721,01721,ZCTA5 01721,102911,-,122222,51957
8600000US01730,01730,ZCTA5 01730,113729,(X),139205,63750
8600000US01731,01731,ZCTA5 01731,81667,(X),80417,101667
8600000US01740,01740,ZCTA5 01740,147446,-,155063,53846
8600000US01741,01741,ZCTA5 01741,166111,-,188889,60341
8600000US01742,01742,ZCTA5 01742,133880,(X),156635,63967
8600000US01745,01745,ZCTA5 01745,118125,-,131250,-
8600000US01746,01746,ZCTA5 01746,108869,105682,125513,43060
8600000US01747,01747,ZCTA5 01747,95268,-,115335,38214
8600000US01748,01748,ZCTA5 01748,138551,102950,161814,48750
8600000US01749,01749,ZCTA5 01749,75985,39336,96213,39799
8600000US01752,01752,ZCTA5 01752,71790,44786,84149,46436
8600000US01754,01754,ZCTA5 01754,88333,-,114350,40158
8600000US01756,01756,ZCTA5 01756,108942,-,120773,40583
8600000US01757,01757,ZCTA5 01757,70162,65833,86846,46440
8600000US01760,01760,ZCTA5 01760,100922,100577,131213,51707
8600000US01770,01770,ZCTA5 01770,155956,-,165903,(X)
8600000US01772,01772,ZCTA5 01772,145179,-,175036,46481
8600000US01773,01773,ZCTA5 01773,153438,-,181330,67303
8600000US01775,01775,ZCTA5 01775,137551,-,153763,55362
8600000US01776,01776,ZCTA5 01776,165745,(X),176948,42552
8600000US01778,01778,ZCTA5 01778,143616,(X),183324,37232
8600000US01801,01801,ZCTA5 01801,80266,80066,96723,50266
8600000US01803,01803,ZCTA5 01803,94518,"250,000+",109726,52000
8600000US01810,01810,ZCTA5 01810,129082,172411,156334,49383
8600000US01821,01821,ZCTA5 01821,93307,88438,105247,52763
8600000US01824,01824,ZCTA5 01824,105010,(X),123433,44497
8600000US01826,01826,ZCTA5 01826,78133,110851,91936,43458
8600000US01827,01827,ZCTA5 01827,118523,91750,136328,60250
8600000US01830,01830,ZCTA5 01830,56074,(X),71193,33453
8600000US01832,01832,ZCTA5 01832,58850,70804,67368,41686
8600000US01833,01833,ZCTA5 01833,107683,-,123199,45263
8600000US01834,01834,ZCTA5 01834,95208,-,102333,38016
8600000US01835,01835,ZCTA5 01835,72568,-,82260,44663
8600000US01840,01840,ZCTA5 01840,18291,23750,27458,10817
8600000US01841,01841,ZCTA5 01841,32928,42908,34473,21054
8600000US01843,01843,ZCTA5 01843,43301,63021,42806,38295
8600000US01844,01844,ZCTA5 01844,71392,39167,85015,32869
8600000US01845,01845,ZCTA5 01845,100286,(X),128571,48971
8600000US01850,01850,ZCTA5 01850,48979,-,56301,30125
8600000US01851,01851,ZCTA5 01851,50108,54583,54920,31530
8600000US01852,01852,ZCTA5 01852,48420,(X),59360,33781
8600000US01854,01854,ZCTA5 01854,41640,(X),60183,20640
8600000US01860,01860,ZCTA5 01860,73986,-,93015,50435
8600000US01862,01862,ZCTA5 01862,103219,-,110690,53167
8600000US01863,01863,ZCTA5 01863,75687,-,99934,29069
8600000US01864,01864,ZCTA5 01864,123103,220526,144451,50795
8600000US01867,01867,ZCTA5 01867,108282,73241,125591,41441
8600000US01876,01876,ZCTA5 01876,90477,(X),108492,42361
8600000US01879,01879,ZCTA5 01879,106290,-,118161,59583
8600000US01880,01880,ZCTA5 01880,86210,70337,105066,50065
8600000US01886,01886,ZCTA5 01886,121591,(X),141754,65625
8600000US01887,01887,ZCTA5 01887,100862,126500,110696,50660
8600000US01890,01890,ZCTA5 01890,143017,88750,168917,54516
8600000US01901,01901,ZCTA5 01901,21605,(X),22194,20690
8600000US01902,01902,ZCTA5 01902,38045,35429,44935,21868
8600000US01904,01904,ZCTA5 01904,84932,102670,95208,55066
8600000US01905,01905,ZCTA5 01905,50903,53750,52860,30234
8600000US01906,01906,ZCTA5 01906,77371,60750,90984,33722
8600000US01907,01907,ZCTA5 01907,98475,-,121424,45153
8600000US01908,01908,ZCTA5 01908,65284,-,119018,39885
8600000US01913,01913,ZCTA5 01913,76558,(X),93618,48209
8600000US01915,01915,ZCTA5 01915,72837,60278,95632,41511
8600000US01921,01921,ZCTA5 01921,140268,-,151576,91071
8600000US01922,01922,ZCTA5 01922,87412,-,113333,(X)
8600000US01923,01923,ZCTA5 01923,77949,-,98043,39346
8600000US01929,01929,ZCTA5 01929,92396,-,118365,51190
8600000US01930,01930,ZCTA5 01930,61505,63269,82222,32243
8600000US01937,01937,ZCTA5 01937,-,-,-,-
8600000US01938,01938,ZCTA5 01938,76458,-,97060,34136
8600000US01940,01940,ZCTA5 01940,111911,-,130144,47548
8600000US01944,01944,ZCTA5 01944,95243,-,109760,34297
8600000US01945,01945,ZCTA5 01945,102993,(X),131711,46250
8600000US01949,01949,ZCTA5 01949,108622,-,122325,33942
8600000US01950,01950,ZCTA5 01950,85556,-,122696,48711
8600000US01951,01951,ZCTA5 01951,91304,-,103279,60726
8600000US01952,01952,ZCTA5 01952,69500,-,87170,38911
8600000US01960,01960,ZCTA5 01960,60469,65057,82122,35362
8600000US01966,01966,ZCTA5 01966,64839,-,91942,32210
8600000US01969,01969,ZCTA5 01969,86820,-,116638,23578
8600000US01970,01970,ZCTA5 01970,60583,66250,71336,43837
8600000US01982,01982,ZCTA5 01982,109500,-,126641,40708
8600000US01983,01983,ZCTA5 01983,114565,-,152083,44470
8600000US01984,01984,ZCTA5 01984,109250,-,150461,36289
8600000US01985,01985,ZCTA5 01985,131167,-,139321,38924
8600000US02019,02019,ZCTA5 02019,88460,-,104283,48625
