GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_EST_VC10,HC01_EST_VC22,HC01_EST_VC30
8600000US00688,00688,ZCTA5 00688,4085,0.9,3168,917
8600000US00690,00690,ZCTA5 00690,1971,21.3,1675,296
8600000US00692,00692,ZCTA5 00692,11057,6.8,8570,2487
8600000US00693,00693,ZCTA5 00693,17812,1.3,13753,4059
8600000US00694,00694,ZCTA5 00694,85,0.0,35,50
8600000US00698,00698,ZCTA5 00698,11451,3.8,8586,2865
8600000US00703,00703,ZCTA5 00703,9000,14.6,6944,2056
8600000US00704,00704,ZCTA5 00704,2877,14.0,2087,790
8600000US00705,00705,ZCTA5 00705,8746,0.9,6386,2360
8600000US00707,00707,ZCTA5 00707,4133,22.6,3072,1061
8600000US00714,00714,ZCTA5 00714,6300,14.2,4445,1855
8600000US00715,00715,ZCTA5 00715,1380,21.0,993,387
8600000US00716,00716,ZCTA5 00716,11743,18.1,7980,3763
8600000US00717,00717,ZCTA5 00717,7107,16.6,4009,3098
8600000US00718,00718,ZCTA5 00718,8477,1.8,6094,2383
8600000US00719,00719,ZCTA5 00719,8386,55.6,6735,1651
8600000US00720,00720,ZCTA5 00720,6761,16.9,5042,1719
8600000US00723,00723,ZCTA5 00723,6398,17.3,4250,2148
8600000US00725,00725,ZCTA5 00725,31093,7.6,22736,8357
8600000US00727,00727,ZCTA5 00727,19702,6.1,14731,4971
8600000US00728,00728,ZCTA5 00728,13529,3.5,10342,3187
8600000US00729,00729,ZCTA5 00729,16509,0.6,12530,3979
8600000US00730,00730,ZCTA5 00730,13106,13.6,9176,3930
8600000US00731,00731,ZCTA5 00731,4694,7.0,3699,995
8600000US00735,00735,ZCTA5 00735,4557,3.9,3206,1351
8600000US00736,00736,ZCTA5 00736,17406,1.3,12556,4850
8600000US00738,00738,ZCTA5 00738,12327,2.3,8676,3651
8600000US00739,00739,ZCTA5 00739,12104,2.5,9660,2444
8600000US00740,00740,ZCTA5 00740,590,3.4,412,178
8600000US00741,00741,ZCTA5 00741,1634,7.8,1234,400
8600000US00745,00745,ZCTA5 00745,17051,2.3,13080,3971
8600000US00751,00751,ZCTA5 00751,8231,13.9,5868,2363
8600000US00754,00754,ZCTA5 00754,13155,14.0,10097,3058
8600000US00757,00757,ZCTA5 00757,7818,6.7,5715,2103
8600000US00765,00765,ZCTA5 00765,2748,5.2,1804,944
8600000US00766,00766,ZCTA5 00766,7965,16.2,6370,1595
8600000US00767,00767,ZCTA5 00767,11929,13.3,9056,2873
8600000US00769,00769,ZCTA5 00769,13289,1.2,9984,3305
8600000US00771,00771,ZCTA5 00771,11810,23.2,8730,3080
8600000US00772,00772,ZCTA5 00772,6784,1.3,4735,2049
8600000US00773,00773,ZCTA5 00773,6862,2.8,4879,1983
8600000US00775,00775,ZCTA5 00775,460,5.7,298,162
8600000US00777,00777,ZCTA5 00777,12779,2.0,9792,2987
8600000US00778,00778,ZCTA5 00778,14178,17.3,10751,3427
8600000US00780,00780,ZCTA5 00780,4276,21.7,3300,976
8600000US00782,00782,ZCTA5 00782,5698,34.7,4337,1361
8600000US00783,00783,ZCTA5 00783,10780,58.3,8450,2330
8600000US00784,00784,ZCTA5 00784,14613,8.7,10587,4026
8600000US00786,00786,ZCTA5 00786,142,0.0,82,60
8600000US00791,00791,ZCTA5 00791,17086,6.8,12262,4824
8600000US00794,00794,ZCTA5 00794,9145,58.1,7217,1928
8600000US00795,00795,ZCTA5 00795,15631,26.1,11971,3660
8600000US00901,00901,ZCTA5 00901,2651,8.3,1085,1566
8600000US00906,00906,ZCTA5 00906,22,0.0,11,11
8600000US00907,00907,ZCTA5 00907,8475,9.5,4056,4419
8600000US00909,00909,ZCTA5 00909,2591,12.7,1344,1247
8600000US00911,00911,ZCTA5 00911,3816,11.5,1583,2233
8600000US00912,00912,ZCTA5 00912,2465,14.6,1342,1123
8600000US00913,00913,ZCTA5 00913,3350,9.1,2099,1251
8600000US00915,00915,ZCTA5 00915,11905,14.8,6935,4970
8600000US00917,00917,ZCTA5 00917,8381,11.3,4605,3776
8600000US00918,00918,ZCTA5 00918,7675,11.3,3561,4114
8600000US00920,00920,ZCTA5 00920,7299,5.8,4163,3136
8600000US00921,00921,ZCTA5 00921,14042,2.8,9111,4931
8600000US00923,00923,ZCTA5 00923,10926,5.6,6347,4579
8600000US00924,00924,ZCTA5 00924,20130,6.5,13562,6568
8600000US00925,00925,ZCTA5 00925,2891,10.2,1005,1886
8600000US00926,00926,ZCTA5 00926,38467,19.7,27417,11050
8600000US00927,00927,ZCTA5 00927,6120,3.1,3832,2288
8600000US00934,00934,ZCTA5 00934,79,0.0,70,9
8600000US00936,00936,ZCTA5 00936,0,-,0,0
8600000US00949,00949,ZCTA5 00949,27667,28.4,20221,7446
8600000US00950,00950,ZCTA5 00950,0,-,0,0
8600000US00951,00951,ZCTA5 00951,16,0.0,0,16
8600000US00952,00952,ZCTA5 00952,3278,60.7,2290,988
8600000US00953,00953,ZCTA5 00953,21775,27.3,18009,3766
8600000US00956,00956,ZCTA5 00956,26376,16.1,19569,6807
8600000US00957,00957,ZCTA5 00957,15488,18.3,11957,3531
8600000US00959,00959,ZCTA5 00959,18630,22.0,12559,6071
8600000US00960,00960,ZCTA5 00960,0,-,0,0
8600000US00961,00961,ZCTA5 00961,11476,28.6,8215,3261
8600000US00962,00962,ZCTA5 00962,7396,4.7,5443,1953
8600000US00965,00965,ZCTA5 00965,3119,5.6,2107,1012
8600000US00966,00966,ZCTA5 00966,6352,3.9,4282,2070
8600000US00968,00968,ZCTA5 00968,1835,1.7,882,953
8600000US00969,00969,ZCTA5 00969,15421,4.3,11188,4233
8600000US00971,00971,ZCTA5 00971,10332,6.1,7447,2885
8600000US00976,00976,ZCTA5 00976,21293,25.8,15210,6083
8600000US00979,00979,ZCTA5 00979,7557,5.1,4007,3550
8600000US00982,00982,ZCTA5 00982,5953,5.6,4260,1693
8600000US00983,00983,ZCTA5 00983,14563,5.7,10732,3831
8600000US00985,00985,ZCTA5 00985,12685,4.2,9315,3370
8600000US00987,00987,ZCTA5 00987,20077,5.2,15326,4751
8600000US01001,01001,ZCTA5 01001,7056,0.7,4085,2971
8600000US01002,01002,ZCTA5 01002,9248,1.8,4679,4569
8600000US01003,01003,ZCTA5 01003,16,0.0,12,4
8600000US01005,01005,ZCTA5 01005,1937,0.0,1323,614
8600000US01007,01007,ZCTA5 01007,5798,1.4,4178,1620
8600000US01008,01008,ZCTA5 01008,455,0.0,344,111
8600000US01009,01009,ZCTA5 01009,305,4.6,196,109
8600000US01010,01010,ZCTA5 01010,1478,0.0,1011,467
8600000US01011,01011,ZCTA5 01011,538,1.5,394,144
8600000US01012,01012,ZCTA5 01012,249,0.8,176,73
8600000US01013,01013,ZCTA5 01013,9010,0.7,5297,3713
8600000US01020,01020,ZCTA5 01020,12720,0.9,7691,5029
8600000US01022,01022,ZCTA5 01022,1273,2.0,615,658
8600000US01026,01026,ZCTA5 01026,478,0.8,284,194
8600000US01027,01027,ZCTA5 01027,7925,1.9,4730,3195
8600000US01028,01028,ZCTA5 01028,5798,0.4,4385,1413
8600000US01029,01029,ZCTA5 01029,271,0.0,192,79
8600000US01030,01030,ZCTA5 01030,4441,1.1,3278,1163
8600000US01031,01031,ZCTA5 01031,603,0.0,435,168
8600000US01032,01032,ZCTA5 01032,273,1.1,167,106
8600000US01033,01033,ZCTA5 01033,2503,0.0,1690,813
8600000US01034,01034,ZCTA5 01034,808,1.4,621,187
8600000US01035,01035,ZCTA5 01035,2084,0.0,1161,923
8600000US01036,01036,ZCTA5 01036,1876,1.1,1538,338
8600000US01037,01037,ZCTA5 01037,240,0.0,159,81
8600000US01038,01038,ZCTA5 01038,1235,0.2,771,464
8600000US01039,01039,ZCTA5 01039,695,0.0,410,285
8600000US01040,01040,ZCTA5 01040,15846,1.6,9722,6124
8600000US01050,01050,ZCTA5 01050,994,2.1,714,280
8600000US01053,01053,ZCTA5 01053,595,1.5,396,199
8600000US01054,01054,ZCTA5 01054,752,1.1,507,245
8600000US01056,01056,ZCTA5 01056,8223,0.9,5618,2605
8600000US01057,01057,ZCTA5 01057,3485,0.6,2165,1320
8600000US01060,01060,ZCTA5 01060,6471,0.9,2432,4039
8600000US01062,01062,ZCTA5 01062,4472,1.4,2897,1575
8600000US01063,01063,ZCTA5 01063,0,-,0,0
8600000US01066,01066,ZCTA5 01066,0,-,0,0
8600000US01068,01068,ZCTA5 01068,656,0.0,544,112
8600000US01069,01069,ZCTA5 01069,3446,0.5,2397,1049
8600000US01070,01070,ZCTA5 01070,256,1.2,160,96
8600000US01071,01071,ZCTA5 01071,559,2.5,420,139
8600000US01072,01072,ZCTA5 01072,629,1.7,378,251
8600000US01073,01073,ZCTA5 01073,2306,1.1,1894,412
8600000US01074,01074,ZCTA5 01074,30,0.0,0,30
8600000US01075,01075,ZCTA5 01075,7170,0.5,4183,2987
8600000US01077,01077,ZCTA5 01077,3623,1.4,2666,957
8600000US01079,01079,ZCTA5 01079,245,0.0,98,147
8600000US01080,01080,ZCTA5 01080,949,0.0,453,496
8600000US01081,01081,ZCTA5 01081,661,0.5,484,177
8600000US01082,01082,ZCTA5 01082,4569,0.9,2870,1699
8600000US01083,01083,ZCTA5 01083,1204,1.7,802,402
8600000US01084,01084,ZCTA5 01084,92,0.0,63,29
8600000US01085,01085,ZCTA5 01085,15306,0.8,10142,5164
8600000US01086,01086,ZCTA5 01086,0,-,0,0
8600000US01088,01088,ZCTA5 01088,309,0.0,104,205
8600000US01089,01089,ZCTA5 01089,11703,1.7,7253,4450
8600000US01092,01092,ZCTA5 01092,510,0.0,317,193
8600000US01093,01093,ZCTA5 01093,120,2.5,73,47
8600000US01094,01094,ZCTA5 01094,192,0.0,67,125
8600000US01095,01095,ZCTA5 01095,5412,0.5,3931,1481
8600000US01096,01096,ZCTA5 01096,920,1.1,629,291
8600000US01097,01097,ZCTA5 01097,25,0.0,22,3
8600000US01098,01098,ZCTA5 01098,514,0.0,318,196
8600000US01103,01103,ZCTA5 01103,1553,1.7,441,1112
8600000US01104,01104,ZCTA5 01104,8884,2.9,5561,3323
8600000US01105,01105,ZCTA5 01105,4836,2.7,2657,2179
8600000US01106,01106,ZCTA5 01106,5845,0.8,4438,1407
8600000US01107,01107,ZCTA5 01107,3920,2.4,2665,1255
8600000US01108,01108,ZCTA5 01108,9348,2.6,6196,3152
8600000US01109,01109,ZCTA5 01109,9555,4.2,6614,2941
8600000US01118,01118,ZCTA5 01118,5576,1.2,3664,1912
8600000US01119,01119,ZCTA5 01119,4831,1.9,3210,1621
8600000US01128,01128,ZCTA5 01128,964,0.0,706,258
8600000US01129,01129,ZCTA5 01129,2892,2.6,1845,1047
8600000US01151,01151,ZCTA5 01151,3410,1.8,2262,1148
8600000US01199,01199,ZCTA5 01199,0,-,0,0
8600000US01201,01201,ZCTA5 01201,20371,1.2,11481,8890
8600000US01220,01220,ZCTA5 01220,3799,0.6,2367,1432
8600000US01222,01222,ZCTA5 01222,409,2.9,200,209
8600000US01223,01223,ZCTA5 01223,1037,0.8,660,377
8600000US01224,01224,ZCTA5 01224,97,0.0,63,34
8600000US01225,01225,ZCTA5 01225,1288,0.0,747,541
8600000US01226,01226,ZCTA5 01226,2731,0.0,1768,963
8600000US01229,01229,ZCTA5 01229,44,0.0,30,14
8600000US01230,01230,ZCTA5 01230,3307,2.8,1814,1493
8600000US01235,01235,ZCTA5 01235,1190,0.5,848,342
8600000US01236,01236,ZCTA5 01236,634,0.0,468,166
8600000US01237,01237,ZCTA5 01237,961,0.0,655,306
8600000US01238,01238,ZCTA5 01238,2660,0.0,1689,971
8600000US01240,01240,ZCTA5 01240,2136,3.1,1194,942
8600000US01242,01242,ZCTA5 01242,80,0.0,52,28
8600000US01243,01243,ZCTA5 01243,161,0.0,103,58
8600000US01244,01244,ZCTA5 01244,63,0.0,38,25
8600000US01245,01245,ZCTA5 01245,298,0.0,188,110
8600000US01247,01247,ZCTA5 01247,6850,3.6,3956,2894
8600000US01253,01253,ZCTA5 01253,295,1.7,244,51
8600000US01254,01254,ZCTA5 01254,413,0.0,299,114
8600000US01255,01255,ZCTA5 01255,377,0.0,254,123
8600000US01256,01256,ZCTA5 01256,302,2.6,182,120
8600000US01257,01257,ZCTA5 01257,920,0.9,617,303
8600000US01258,01258,ZCTA5 01258,165,0.0,73,92
8600000US01259,01259,ZCTA5 01259,261,0.0,192,69
8600000US01260,01260,ZCTA5 01260,78,0.0,50,28
8600000US01262,01262,ZCTA5 01262,559,1.8,282,277
8600000US01264,01264,ZCTA5 01264,71,0.0,34,37
8600000US01266,01266,ZCTA5 01266,657,1.1,375,282
8600000US01267,01267,ZCTA5 01267,2629,0.5,1537,1092
8600000US01270,01270,ZCTA5 01270,313,0.0,218,95
8600000US01301,01301,ZCTA5 01301,7903,0.9,4404,3499
8600000US01330,01330,ZCTA5 01330,685,4.1,409,276
8600000US01331,01331,ZCTA5 01331,5219,0.4,3311,1908
8600000US01337,01337,ZCTA5 01337,1180,1.1,752,428
8600000US01338,01338,ZCTA5 01338,75,0.0,46,29
8600000US01339,01339,ZCTA5 01339,705,1.4,400,305
8600000US01340,01340,ZCTA5 01340,755,0.8,495,260
8600000US01341,01341,ZCTA5 01341,660,0.8,484,176
8600000US01342,01342,ZCTA5 01342,511,14.3,360,151
8600000US01343,01343,ZCTA5 01343,35,0.0,27,8
8600000US01344,01344,ZCTA5 01344,614,1.1,438,176
8600000US01346,01346,ZCTA5 01346,204,0.0,163,41
8600000US01347,01347,ZCTA5 01347,49,8.2,18,31
8600000US01349,01349,ZCTA5 01349,370,0.8,218,152
8600000US01350,01350,ZCTA5 01350,63,0.0,33,30
8600000US01351,01351,ZCTA5 01351,947,0.0,694,253
8600000US01354,01354,ZCTA5 01354,562,1.1,413,149
8600000US01355,01355,ZCTA5 01355,388,0.5,280,108
8600000US01360,01360,ZCTA5 01360,1270,1.5,866,404
8600000US01364,01364,ZCTA5 01364,3222,0.0,2043,1179
8600000US01366,01366,ZCTA5 01366,491,0.0,329,162
8600000US01367,01367,ZCTA5 01367,239,0.8,139,100
8600000US01368,01368,ZCTA5 01368,466,1.1,310,156
8600000US01370,01370,ZCTA5 01370,1764,1.3,1089,675
8600000US01373,01373,ZCTA5 01373,1905,1.7,1118,787
8600000US01375,01375,ZCTA5 01375,1520,0.0,712,808
8600000US01376,01376,ZCTA5 01376,2469,2.2,1245,1224
8600000US01378,01378,ZCTA5 01378,328,0.0,203,125
8600000US01379,01379,ZCTA5 01379,433,0.9,225,208
8600000US01420,01420,ZCTA5 01420,14931,1.2,9690,5241
8600000US01430,01430,ZCTA5 01430,2223,1.1,1605,618
8600000US01431,01431,ZCTA5 01431,1072,0.4,857,215
8600000US01432,01432,ZCTA5 01432,3171,3.5,1845,1326
8600000US01434,01434,ZCTA5 01434,116,4.3,84,32
8600000US01436,01436,ZCTA5 01436,1311,0.0,983,328
8600000US01438,01438,ZCTA5 01438,153,0.0,134,19
8600000US01440,01440,ZCTA5 01440,7946,0.6,4911,3035
8600000US01450,01450,ZCTA5 01450,3876,0.0,3114,762
8600000US01451,01451,ZCTA5 01451,1731,0.0,1449,282
8600000US01452,01452,ZCTA5 01452,1519,0.0,1269,250
8600000US01453,01453,ZCTA5 01453,16653,2.3,10349,6304
8600000US01460,01460,ZCTA5 01460,3416,1.6,2360,1056
8600000US01462,01462,ZCTA5 01462,4189,0.7,2973,1216
8600000US01463,01463,ZCTA5 01463,4252,0.4,3192,1060
8600000US01464,01464,ZCTA5 01464,2212,5.9,1430,782
8600000US01467,01467,ZCTA5 01467,100,0.0,100,0
8600000US01468,01468,ZCTA5 01468,1463,1.8,1141,322
8600000US01469,01469,ZCTA5 01469,2520,0.3,1871,649
8600000US01473,01473,ZCTA5 01473,2821,0.0,1969,852
8600000US01474,01474,ZCTA5 01474,753,0.9,523,230
8600000US01475,01475,ZCTA5 01475,4062,0.4,2721,1341
8600000US01501,01501,ZCTA5 01501,6161,0.7,4231,1930
8600000US01503,01503,ZCTA5 01503,1038,0.0,788,250
8600000US01504,01504,ZCTA5 01504,3374,0.7,2528,846
8600000US01505,01505,ZCTA5 01505,1611,1.1,1205,406
8600000US01506,01506,ZCTA5 01506,1346,0.5,944,402
8600000US01507,01507,ZCTA5 01507,4576,0.5,3638,938
8600000US01510,01510,ZCTA5 01510,5803,1.9,3322,2481
8600000US01515,01515,ZCTA5 01515,801,2.6,588,213
8600000US01516,01516,ZCTA5 01516,3258,0.7,2446,812
8600000US01518,01518,ZCTA5 01518,1109,1.8,795,314
8600000US01519,01519,ZCTA5 01519,2376,1.4,1647,729
8600000US01520,01520,ZCTA5 01520,5086,0.4,4024,1062
8600000US01521,01521,ZCTA5 01521,1017,0.0,651,366
8600000US01522,01522,ZCTA5 01522,1174,0.0,980,194
8600000US01523,01523,ZCTA5 01523,2250,0.0,1720,530
8600000US01524,01524,ZCTA5 01524,2504,0.0,1670,834
8600000US01525,01525,ZCTA5 01525,96,0.0,32,64
8600000US01527,01527,ZCTA5 01527,5190,0.0,3628,1562
8600000US01529,01529,ZCTA5 01529,1004,0.6,833,171
8600000US01531,01531,ZCTA5 01531,361,0.0,267,94
8600000US01532,01532,ZCTA5 01532,5079,1.1,4021,1058
8600000US01534,01534,ZCTA5 01534,1766,1.5,1325,441
8600000US01535,01535,ZCTA5 01535,1844,1.4,1276,568
8600000US01536,01536,ZCTA5 01536,2491,3.5,1699,792
8600000US01537,01537,ZCTA5 01537,951,2.0,536,415
8600000US01540,01540,ZCTA5 01540,4095,1.6,2922,1173
8600000US01541,01541,ZCTA5 01541,1193,0.0,998,195
8600000US01542,01542,ZCTA5 01542,673,0.0,465,208
8600000US01543,01543,ZCTA5 01543,2727,0.8,2018,709
8600000US01545,01545,ZCTA5 01545,12973,1.1,9471,3502
8600000US01550,01550,ZCTA5 01550,6500,1.5,3999,2501
8600000US01560,01560,ZCTA5 01560,1580,0.8,1118,462
8600000US01561,01561,ZCTA5 01561,53,0.0,22,31
8600000US01562,01562,ZCTA5 01562,4534,1.7,2886,1648
8600000US01564,01564,ZCTA5 01564,2795,0.0,2251,544
8600000US01566,01566,ZCTA5 01566,2538,0.0,1822,716
8600000US01568,01568,ZCTA5 01568,2624,1.7,2115,509
8600000US01569,01569,ZCTA5 01569,5033,0.6,3542,1491
8600000US01570,01570,ZCTA5 01570,6930,2.1,4296,2634
8600000US01571,01571,ZCTA5 01571,3932,2.1,2763,1169
8600000US01581,01581,ZCTA5 01581,6980,2.0,4696,2284
8600000US01583,01583,ZCTA5 01583,2320,0.7,1633,687
8600000US01585,01585,ZCTA5 01585,1808,1.1,1315,493
8600000US01588,01588,ZCTA5 01588,3926,2.1,2588,1338
8600000US01590,01590,ZCTA5 01590,3062,0.0,2502,560
8600000US01602,01602,ZCTA5 01602,9025,1.8,5461,3564
8600000US01603,01603,ZCTA5 01603,7243,1.7,4624,2619
8600000US01604,01604,ZCTA5 01604,14388,1.8,8400,5988
8600000US01605,01605,ZCTA5 01605,10640,6.7,6288,4352
8600000US01606,01606,ZCTA5 01606,8032,0.8,4505,3527
8600000US01607,01607,ZCTA5 01607,3602,1.1,2017,1585
8600000US01608,01608,ZCTA5 01608,1455,13.9,756,699
8600000US01609,01609,ZCTA5 01609,7183,4.0,3564,3619
8600000US01610,01610,ZCTA5 01610,7453,3.4,4281,3172
8600000US01611,01611,ZCTA5 01611,941,0.0,630,311
8600000US01612,01612,ZCTA5 01612,1511,2.1,1271,240
8600000US01701,01701,ZCTA5 01701,12172,0.8,8777,3395
8600000US01702,01702,ZCTA5 01702,14402,4.4,8183,6219
8600000US01718,01718,ZCTA5 01718,167,0.0,107,60
8600000US01719,01719,ZCTA5 01719,2141,0.0,1329,812
8600000US01720,01720,ZCTA5 01720,8265,0.8,5838,2427
8600000US01721,01721,ZCTA5 01721,6702,0.6,4723,1979
8600000US01730,01730,ZCTA5 01730,5048,0.6,3725,1323
8600000US01731,01731,ZCTA5 01731,427,2.6,402,25
8600000US01740,01740,ZCTA5 01740,1668,0.0,1354,314
8600000US01741,01741,ZCTA5 01741,1745,1.0,1470,275
8600000US01742,01742,ZCTA5 01742,6540,1.2,4633,1907
8600000US01745,01745,ZCTA5 01745,133,0.0,109,24
8600000US01746,01746,ZCTA5 01746,4877,1.2,3703,1174
8600000US01747,01747,ZCTA5 01747,2219,0.0,1549,670
8600000US01748,01748,ZCTA5 01748,5072,1.0,4044,1028
8600000US01749,01749,ZCTA5 01749,7746,2.2,5244,2502
8600000US01752,01752,ZCTA5 01752,15730,6.3,9363,6367
8600000US01754,01754,ZCTA5 01754,4324,2.0,2365,1959
8600000US01756,01756,ZCTA5 01756,2063,0.0,1754,309
8600000US01757,01757,ZCTA5 01757,10573,0.8,7479,3094
8600000US01760,01760,ZCTA5 01760,13572,0.7,8570,5002
8600000US01770,01770,ZCTA5 01770,1427,0.0,1240,187
8600000US01772,01772,ZCTA5 01772,3133,0.5,2573,560
8600000US01773,01773,ZCTA5 01773,1777,0.0,1409,368
8600000US01775,01775,ZCTA5 01775,2338,1.8,1853,485
8600000US01776,01776,ZCTA5 01776,5783,1.3,5142,641
8600000US01778,01778,ZCTA5 01778,5129,0.6,3799,1330
8600000US01801,01801,ZCTA5 01801,15412,0.9,9685,5727
8600000US01803,01803,ZCTA5 01803,9145,0.7,6558,2587
8600000US01810,01810,ZCTA5 01810,12169,0.8,9105,3064
8600000US01821,01821,ZCTA5 01821,11041,0.6,8129,2912
8600000US01824,01824,ZCTA5 01824,9440,1.4,6742,2698
8600000US01826,01826,ZCTA5 01826,11049,0.4,8004,3045
8600000US01827,01827,ZCTA5 01827,1134,3.3,915,219
8600000US01830,01830,ZCTA5 01830,10059,1.2,6092,3967
8600000US01832,01832,ZCTA5 01832,8528,1.5,5506,3022
8600000US01833,01833,ZCTA5 01833,2885,0.5,2270,615
8600000US01834,01834,ZCTA5 01834,2334,0.0,1935,399
8600000US01835,01835,ZCTA5 01835,5129,0.9,3423,1706
8600000US01840,01840,ZCTA5 01840,2106,4.3,945,1161
8600000US01841,01841,ZCTA5 01841,15395,3.9,10896,4499
8600000US01843,01843,ZCTA5 01843,8954,2.0,6381,2573
8600000US01844,01844,ZCTA5 01844,17669,0.7,12289,5380
8600000US01845,01845,ZCTA5 01845,10515,0.9,7302,3213
8600000US01850,01850,ZCTA5 01850,5494,1.5,3677,1817
8600000US01851,01851,ZCTA5 01851,10264,1.6,7002,3262
8600000US01852,01852,ZCTA5 01852,13668,2.3,7640,6028
8600000US01854,01854,ZCTA5 01854,9832,1.5,5974,3858
8600000US01860,01860,ZCTA5 01860,2458,0.0,1828,630
8600000US01862,01862,ZCTA5 01862,3535,0.0,2651,884
8600000US01863,01863,ZCTA5 01863,3863,0.0,2581,1282
8600000US01864,01864,ZCTA5 01864,5273,0.8,3914,1359
8600000US01867,01867,ZCTA5 01867,8938,0.6,6539,2399
8600000US01876,01876,ZCTA5 01876,10607,0.1,7769,2838
8600000US01879,01879,ZCTA5 01879,4142,1.6,3159,983
8600000US01880,01880,ZCTA5 01880,9797,0.8,6466,3331
8600000US01886,01886,ZCTA5 01886,7573,0.9,6417,1156
8600000US01887,01887,ZCTA5 01887,7400,1.2,5993,1407
8600000US01890,01890,ZCTA5 01890,7546,1.0,5928,1618
8600000US01901,01901,ZCTA5 01901,1096,10.2,526,570
8600000US01902,01902,ZCTA5 01902,16528,4.5,10070,6458
8600000US01904,01904,ZCTA5 01904,6833,2.3,5062,1771
8600000US01905,01905,ZCTA5 01905,8642,3.1,6053,2589
8600000US01906,01906,ZCTA5 01906,10322,0.7,7306,3016
8600000US01907,01907,ZCTA5 01907,5581,0.0,3855,1726
8600000US01908,01908,ZCTA5 01908,1656,0.0,848,808
8600000US01913,01913,ZCTA5 01913,6602,1.1,4317,2285
8600000US01915,01915,ZCTA5 01915,15704,1.2,9273,6431
8600000US01921,01921,ZCTA5 01921,2752,0.5,2271,481
8600000US01922,01922,ZCTA5 01922,1023,0.0,806,217
8600000US01923,01923,ZCTA5 01923,10147,0.1,6893,3254
8600000US01929,01929,ZCTA5 01929,1424,0.0,986,438
8600000US01930,01930,ZCTA5 01930,12070,1.0,7903,4167
8600000US01937,01937,ZCTA5 01937,0,-,0,0
8600000US01938,01938,ZCTA5 01938,5513,0.5,3473,2040
8600000US01940,01940,ZCTA5 01940,4435,0.0,3457,978
8600000US01944,01944,ZCTA5 01944,2055,0.8,1552,503
8600000US01945,01945,ZCTA5 01945,8036,0.8,5370,2666
8600000US01949,01949,ZCTA5 01949,2608,0.0,2032,576
8600000US01950,01950,ZCTA5 01950,7465,0.2,4355,3110
8600000US01951,01951,ZCTA5 01951,1561,1.3,1076,485
8600000US01952,01952,ZCTA5 01952,3357,1.0,2239,1118
8600000US01960,01960,ZCTA5 01960,21130,0.7,13157,7973
8600000US01966,01966,ZCTA5 01966,3100,0.6,1789,1311
8600000US01969,01969,ZCTA5 01969,2201,0.0,1717,484
